Question;Image;Image_width;Choice_1;Choice_2;Choice_3;Choice_4;Choice_5;Choice_6;Block
"Ejemplos de estructuras abovedadas son ...";"";"";"Techo de catedral gótica. Puente romano. Acueducto. Panteón de Roma.";"Presa de agua. Pirámide. Murallas.";"Grúa de obra. Torre Eiffel. Torre de alta tensión.";"Estructura de edificio. Sillas y mesas. Escalera de mano.";"";"";"es-mecan-structures"
"Ejemplos de estructuras trianguladas son ...";"";"";"Grúa de obra. Torre Eiffel. Torre de alta tensión.";"Estructura de edificio. Sillas y mesas. Escalera de mano.";"Teleférico. Puente atirantado o puente colgante. Grúa de obra. Tirolina.";"Cuenco. Caparazón de tortuga. Casco para moto. Depósito de agua.";"";"";"es-mecan-structures"
"Ejemplos de estructuras entramadas son ...";"";"";"Estructura de edificio. Sillas y mesas. Escalera de mano.";"Teleférico. Puente atirantado o puente colgante. Grúa de obra. Tirolina.";"Cuenco. Caparazón de tortuga. Casco para moto. Depósito de agua.";"Grúa de obra. Torre Eiffel. Torre de alta tensión.";"";"";"es-mecan-structures"
"Ejemplos de estructuras colgantes son ...";"";"";"Teleférico. Puente atirantado o puente colgante. Grúa de obra. Tirolina.";"Cuenco. Caparazón de tortuga. Casco para moto. Depósito de agua.";"Grúa de obra. Torre Eiffel. Torre de alta tensión.";"Estructura de edificio. Sillas y mesas. Escalera de mano.";"";"";"es-mecan-structures"
"Ejemplos de estructuras laminares son ...";"";"";"Cuenco. Caparazón de tortuga. Casco para moto. Depósito de agua.";"Grúa de obra. Torre Eiffel. Torre de alta tensión.";"Estructura de edificio. Sillas y mesas. Escalera de mano.";"Teleférico. Puente atirantado o puente colgante. Grúa de obra. Tirolina.";"";"";"es-mecan-structures"
"A qué tipo de estructuras se refiere la siguiente frase. Formada por una gran masa de material sin apenas huecos.";"";"";"Estructura masiva.";"Estructura abovedada.";"Estructura triangulada.";"Estructura entramada.";"";"";"es-mecan-structures"
"A qué tipo de estructuras se refiere la siguiente frase. Formada por arcos y bóvedas.";"";"";"Estructura abovedada.";"Estructura masiva.";"Estructura triangulada.";"Estructura entramada.";"";"";"es-mecan-structures"
"A qué tipo de estructuras se refiere la siguiente frase. Formada por barras unidas entre sí en triángulos.";"";"";"Estructura triangulada.";"Estructura entramada.";"Estructura colgante.";"Estructura laminar.";"";"";"es-mecan-structures"
"A qué tipo de estructuras se refiere la siguiente frase. Formadas por elementos verticales y horizontales.";"";"";"Estructura entramada.";"Estructura triangulada.";"Estructura colgante.";"Estructura laminar.";"";"";"es-mecan-structures"
"A qué tipo de estructuras se refiere la siguiente frase. Formadas por cables que soportan las cargas.";"";"";"Estructura colgante.";"Estructura triangulada.";"Estructura entramada.";"Estructura laminar.";"";"";"es-mecan-structures"
"A qué tipo de estructuras se refiere la siguiente frase. Formadas por una lámina o pared delgada.";"";"";"Estructura laminar.";"Estructura colgante.";"Estructura triangulada.";"Estructura entramada.";"";"";"es-mecan-structures"
"Las estructuras móviles ...";"";"";"Se pueden desplazar o están articuladas. Soportan cargas mientras permiten el movimiento.";"No se desplazan ni se pueden mover.";"No se pueden desplazar ni están articuladas. Soportan cargas pero no permiten el movimiento.";"Son, por ejemplo, un edificio, una torre de alta tensión o un cuenco.";"";"";"es-mecan-structures"
"Las estructuras fijas ...";"";"";"No se desplazan ni se pueden mover.";"Se pueden desplazar o están articuladas. Soportan cargas mientras permiten el movimiento.";"Son, por ejemplo, una puerta con bisagra o un puente levadizo.";"Son, por ejemplo, una grúa o una silla con ruedas.";"";"";"es-mecan-structures"
"Clasifica la siguiente estructura: una pirámide";"";"";"Estructura artificial, masiva, fija.";"Estructura artificial, triangulada, fija.";"Estructura artificial, abovedada, fija.";"Estructura natural, masiva, fija.";"";"";"es-mecan-structures"
"Clasifica la siguiente estructura: una torre de alta tensión";"";"";"Estructura artificial, triangulada, fija.";"Estructura artificial, masiva, fija.";"Estructura artificial, abovedada, fija.";"Estructura natural, colgante, fija.";"";"";"es-mecan-structures"
"Clasifica la siguiente estructura: un depósito de agua";"";"";"Estructura artificial, laminar, fija.";"Estructura artificial, colgante, fija.";"Estructura artificial, abovedada, fija.";"Estructura natural, entramada, fija.";"";"";"es-mecan-structures"
"Clasifica la siguiente estructura: un teleférico";"";"";"Estructura artificial, colgante, móvil.";"Estructura artificial, masiva, fija.";"Estructura artificial, triangulada, móvil.";"Estructura natural, colgante, móvil.";"";"";"es-mecan-structures"
"Clasifica la siguiente estructura: un acueducto";"";"";"Estructura artificial, abovedada, fija.";"Estructura artificial, masiva, fija.";"Estructura natural, abovedada, móvil.";"Estructura natural, masiva, fija.";"";"";"es-mecan-structures"
"Clasifica la siguiente estructura: una escalera de mano";"";"";"Estructura artificial, entramada, fija.";"Estructura artificial, masiva, móvil.";"Estructura natural, abovedada, fija.";"Estructura natural, triangulada, móvil.";"";"";"es-mecan-structures"
"Clasifica la siguiente estructura: el esqueleto humano";"";"";"Estructura natural, entramada, móvil.";"Estructura natural, abovedada, fija.";"Estructura natural, triangulada, móvil.";"Estructura artificial, masiva, móvil.";"";"";"es-mecan-structures"
"Clasifica la siguiente estructura: una concha de molusco";"";"";"Estructura natural, laminar, fija o móvil.";"Estructura natural, masiva, fija o móvil.";"Estructura artificial, abovedada, fija o móvil.";"Estructura natural, triangulada, fija o móvil.";"";"";"es-mecan-structures"
