Question;Image;Image_width;Choice_1;Choice_2;Choice_3;Choice_4;Choice_5;Choice_6;Block
"¿Qué tipo de energía transmite el eje de una batidora?";"";"";"Energía mecánica.";"Energía térmica.";"Energía cinética.";"Energía potencial.";"";"";"es-electric-energy-4"
"¿Qué forma de energía está asociada a la temperatura de un objeto?";"";"";"Energía térmica.";"Energía química.";"Energía cinética.";"Energía nuclear.";"";"";"es-electric-energy-4"
"¿Qué forma de energía se basa en el movimiento interno de los átomos y moléculas de un objeto?";"";"";"Energía térmica.";"Energía química.";"Energía cinética.";"Energía nuclear.";"";"";"es-electric-energy-4"
"¿Qué tipo de energía tiene el agua caliente de una caldera?";"";"";"Energía térmica.";"Energía química.";"Energía cinética.";"Energía nuclear.";"";"";"es-electric-energy-4"
"¿Qué tipo de energía tienen los combustibles?";"";"";"Energía química.";"Energía radiante.";"Energía mareomotriz.";"Energía potencial.";"";"";"es-electric-energy-4"
"¿Qué tipo de energía tienen los alimentos?";"";"";"Energía química.";"Energía radiante.";"Energía mareomotriz.";"Energía potencial.";"";"";"es-electric-energy-4"
"¿Qué tipo de energía es interna a los átomos y se libera en reacciones de fisión?";"";"";"Energía nuclear.";"Energía potencial.";"Energía cinética.";"Energía térmica.";"";"";"es-electric-energy-4"
"¿Cómo se produce calor en el interior de la Tierra, que se puede aprovechar como energía geotérmica?";"";"";"Mediante la fisión nuclear del uranio y otros elementos.";"Mediante la interacción gravitatoria entre la Tierra y la Luna.";"Mediante la fusión nuclear del hidrógeno.";"Mediante la energía cinética y potencial de las mareas.";"";"";"es-electric-energy-4"
"¿Qué tipo de energía se libera con la fusión del hidrógeno en el Sol?";"";"";"Energía nuclear.";"Energía potencial.";"Energía cinética.";"Energía mecánica.";"";"";"es-electric-energy-4"
"¿Qué tipo de energía está presente en la luz?";"";"";"Energía radiante.";"Energía potencial.";"Energía cinética.";"Energía térmica.";"";"";"es-electric-energy-4"
"¿Qué tipo de energía emite un horno microondas?";"";"";"Energía radiante.";"Energía potencial.";"Energía cinética.";"Energía térmica.";"";"";"es-electric-energy-4"
"¿Por qué es fundamental la energía radiante?";"";"";"Porque es la mayor parte de la energía que llega a la Tierra desde el Sol.";"Porque es la menor parte de la energía que llega a la Tierra desde el Sol.";"Porque es la energía que podemos aprovechar mejor mediante el calor del interior de la Tierra.";"Porque es la energía más fácil de convertir en energía eléctrica mediante un alternador.";"";"";"es-electric-energy-4"
"¿Qué tipo de energía está asociada al movimiento de los electrones a través de los cables conductores?";"";"";"Energía eléctrica.";"Energía térmica.";"Energía química.";"Energía radiante.";"";"";"es-electric-energy-4"
"Los rayos de las tormentas son manifestaciones naturales de...";"";"";"La energía eléctrica.";"La energía química.";"La energía térmica.";"La energía natural.";"";"";"es-electric-energy-4"
"¿Qué permite la energía eléctrica debido a su facilidad de transformación?";"";"";"Transportar otras formas de energía de un lugar a otro.";"Evitar pérdidas energéticas.";"Reducir la dependencia de las energías no renovables, como el petróleo.";"Mantener la energía sin transformaciones.";"";"";"es-electric-energy-4"
"¿Qué energía no se puede almacenar fácilmente?";"";"";"Energía eléctrica.";"Energía química.";"Energía potencial.";"Energía nuclear.";"";"";"es-electric-energy-4"
"¿Cómo se puede almacenar la energía eléctrica?";"";"";"Mediante la energía química de las baterías.";"Mediante la energía potencial de las baterías.";"Mediante la energía cinética de los automóviles en movimiento.";"Mediante la energía nuclear de las centrales eléctricas.";"";"";"es-electric-energy-4"
"¿Cómo se puede almacenar la energía eléctrica?";"";"";"Mediante la energía potencial de los embalses de agua.";"Mediante la energía potencial de las baterías.";"Mediante la energía cinética de los automóviles en movimiento.";"Mediante la energía nuclear de las centrales eléctricas.";"";"";"es-electric-energy-4"
"¿Cómo se puede transformar energía mecánica en energía eléctrica?";"";"";"Mediante una dinamo o un alternador.";"Mediante una batería química.";"Mediante el almacenamiento de agua en un embalse.";"Mediante una central eléctrica.";"";"";"es-electric-energy-4"
"¿Qué produce las mareas de los océanos?";"";"";"La energía cinética y potencial de la Luna.";"La energía nuclear del interior de la Tierra.";"La energía potencial de los embalses de agua.";"La energía cinética del Sol a través de la galaxia.";"";"";"es-electric-energy-4"
"¿Cuál es el tipo de energía más degradada y difícil de transformar?";"";"";"La energía térmica.";"La energía cinética.";"La energía mecánica.";"La energía química.";"";"";"es-electric-energy-4"
"Cuando transformamos energía de un tipo a otro se producen pérdidas que se terminan convirtiendo en energía...";"";"";"Térmica.";"Cinética.";"Mecánica.";"Química.";"";"";"es-electric-energy-4"
"¿Cómo se libera la energía química de los combustibles?";"";"";"Quemando el combustible con oxígeno, lo que produce energía térmica.";"Quemando el combustible con CO2, lo que produce energía térmica.";"Quemando el combustible con oxígeno, lo que produce energía potencial.";"Quemando el combustible con litio, lo que produce energía de batería.";"";"";"es-electric-energy-4"
"¿Qué tipo de energía tienen en su interior las pilas y las baterías?";"";"";"Energía química, que se transforma en energía eléctrica.";"Energía potencial, que se transforma en energía eléctrica.";"Energía cinética, que se transforma en energía eléctrica.";"Energía mecánica, que se transforma en energía eléctrica.";"";"";"es-electric-energy-4"
